,latitude,longitude,MeanElevation
4421298014,44.9783285,-93.3803259,271.48462
33372058,45.0000006,-93.3803259,286.26501
33295130,45.0036706,-93.3803224,275.15262
33371979,45.0018396,-93.3803223,283.42807
5974232631,44.9877883,-93.3803018,273.97577
5974232647,44.9870703,-93.3803004,277.24277
4421298008,44.9803919,-93.3802981,270.9971
6744085147,44.9818863,-93.3802961,270.73837
5974232636,44.9855702,-93.3802891,276.97198
5974232637,44.9854612,-93.3802889,276.61197
4421298003,44.9835956,-93.3802879,273.68655
34657542,44.875492,-93.380287,271.58044
4421298011,44.9796367,-93.3802831,270.77985
33380408,44.801533,-93.38028,248.99614
5974232638,44.9849524,-93.3802798,275.01266
4421297993,44.9831974,-93.3802784,272.99921
4421298002,44.9818862,-93.3802743,270.63837
5974232639,44.9842989,-93.3802721,273.65268
5974232649,44.9838092,-93.3802675,273.92654
34660788,44.8461495,-93.3802583,266.41248
4589546931,44.9681404,-93.3802578,276.9606
1781158480,44.9928035,-93.3802562,277.47433
34392472,44.855457,-93.380226,293.43832
33313996,44.9783272,-93.380217,271.48462
33302919,44.898067,-93.380173,264.85376
33311063,44.971985,-93.380173,278.66333
33302878,44.8993663,-93.3801567,275.94772
33323571,44.9701662,-93.380135,280.15955
33387767,44.97105,-93.380127,279.36423
1051498150,44.859833,-93.3801046,261.28836
34653147,44.8088984,-93.3801039,253.12019
34635204,44.8450467,-93.3800939,263.22705
33822656,44.902,-93.380081,279.89877
34665135,44.96051,-93.380066,276.66089
34515949,44.869446,-93.380051,256.23962
33310256,44.957443,-93.380028,275.44043
33362837,44.809673,-93.380005,254.31876
33328112,44.79924,-93.37999,247.25647
33313423,44.8048109,-93.3799307,253.50192
33302890,44.8989964,-93.3798868,275.84332
568190425,44.7499081,-93.3798703,296.20557
976348613,44.8275772,-93.3798568,260.11041
536280811,44.7498092,-93.379849,296.10556
976348730,44.8275014,-93.3798409,260.11041
976348692,44.8278466,-93.3798253,259.4704
568190421,44.7607744,-93.3798193,266.38312
8606715915,44.746368,-93.3798151,289.80447
534046352,44.746231,-93.3798146,289.62448
3430421046,44.9365192,-93.3797827,281.10977
34387413,44.906109,-93.379776,288.32483
33347756,44.953041,-93.379768,278.2554
34570747,44.9104316,-93.379743,287.76971
33852125,44.817196,-93.379738,263.629
976348743,44.8275547,-93.3797355,260.07117
4421298000,44.9834773,-93.3797111,273.36618
33726930,44.820442,-93.379707,251.358
33347755,44.951231,-93.3797,279.1326
188047651,44.775445,-93.3796995,222.78001
2118742405,44.7648628,-93.3796994,250.02792
1050224852,44.7649775,-93.3796951,249.50792
33362493,44.961399,-93.379692,270.80585
33825032,44.87999,-93.379684,288.81384
188035336,44.7498126,-93.3796747,296.0795
534992129,44.7499102,-93.3796747,296.21951
188035340,44.7607729,-93.379636,266.46033
188035339,44.7577611,-93.3796233,271.83066
33468446,44.947629,-93.379616,282.04764
33333880,44.94944,-93.379616,281.97852
567050574,44.8743509,-93.3795989,264.63812
34198219,44.9440867,-93.3795953,277.6142
33357914,44.9679213,-93.3795935,273.29196
8585737029,44.8056978,-93.3795921,254.364
530360189,44.7633691,-93.3795913,258.04959
33373869,44.875572,-93.379585,270.74426
34199725,44.945343,-93.379585,273.73093
33311065,44.9746622,-93.379581,272.80832
34370911,44.942272,-93.379578,281.85345
33826401,44.8773756,-93.3795707,288.69485
33309962,44.885343,-93.3795628,263.93124
34664883,44.940464,-93.379562,282.13235
8606715916,44.7463691,-93.3795562,289.63937
188035335,44.7462349,-93.3795561,289.49936
33328277,44.9362899,-93.3795559,279.52975
34642350,44.938683,-93.379547,285.3439
7609470630,44.8117045,-93.3795415,256.64767
33328366,44.936844,-93.379539,281.66977
33307802,44.920652,-93.3795348,276.30429
33328311,44.93502,-93.379524,274.84644
33382457,44.9688046,-93.3795225,275.08389
919320546,44.8094382,-93.3795186,253.02783
33825082,44.881376,-93.3795115,287.92844
33308049,44.922448,-93.379493,274.6991
33363024,44.933372,-93.379463,275.53238
33307958,44.924283,-93.379455,276.72556
34198013,44.8032233,-93.3794523,248.87303
33307912,44.925312,-93.379433,276.28674
976348633,44.8271479,-93.3794258,261.69
33374329,44.8763101,-93.3794254,268.66003
33317148,44.852069,-93.379408,293.61398
188047649,44.7760841,-93.3793993,220.96002
34174466,44.8046511,-93.3793798,251.81572
34651546,44.9086558,-93.3793564,284.60703
34395189,44.8575091,-93.3793563,287.44086
34552006,44.8538656,-93.3793306,291.37158
33728581,44.975918,-93.379326,275.29254
34649747,44.904289,-93.379311,287.86401
34497455,44.9034175,-93.3793033,282.96069
34198245,44.901386,-93.379303,279.37766
33483469,44.977039,-93.379295,273.85852
34511344,44.991223,-93.3791987,275.53983
33328476,44.992787,-93.379173,278.34656
34513525,44.8024768,-93.3791727,246.44872
33328699,44.993824,-93.379154,279.15393
33328642,44.995089,-93.379148,277.52399
561035638,44.9260315,-93.3791461,277.40585
8585737030,44.8057335,-93.3791435,255.12401
33328646,44.996405,-93.3791202,279.06522
6129865410,44.7591459,-93.37911,267.61795
33552616,45.0,-93.379089,285.50766
33376183,45.001839,-93.379089,284.46652
33748876,44.956752,-93.3790736,273.99249
976343956,44.8575263,-93.3790512,286.10382
34668233,44.828396,-93.378998,257.6918
568190407,44.7717602,-93.3789647,227.17172
34391084,44.885349,-93.378922,262.69629
34530035,44.801716,-93.378906,245.3064
33302584,44.8970379,-93.3789049,263.99701
33302813,44.8977348,-93.3788887,265.22745
34657801,44.8066967,-93.3788885,254.05554
34504310,44.8079919,-93.3788843,255.2686
1550465128,44.8081165,-93.3788839,255.2086
7609470623,44.812221,-93.3788797,257.10663
34525961,44.812809,-93.378876,258.5571
34387898,44.813698,-93.378876,260.58264
530360174,44.7625605,-93.3788747,258.43301
34391536,44.817204,-93.37886,264.87466
530360179,44.7610794,-93.3788549,260.64969
33550869,44.9577352,-93.378846,274.49246
33382369,44.958706,-93.378845,271.55319
33323815,44.82045,-93.37883,250.55736
33852056,44.81171,-93.378822,257.30661
8197953971,44.8977803,-93.3788204,265.22745
33420669,44.854733,-93.378815,290.34396
34373408,44.8564393,-93.3788149,288.11517
34651362,44.855896,-93.378807,288.70932
7255793191,44.8552735,-93.3788053,289.46399
33630262,44.8066969,-93.3788041,254.03554
34199495,44.971642,-93.378792,276.21542
188047647,44.7776926,-93.3787813,218.85472
188035346,44.7717602,-93.3787673,227.05173
34541010,44.8718382,-93.3787456,261.79114
34515767,44.9135753,-93.378744,281.66483
34380545,44.8574526,-93.3787423,286.38382
34388444,44.8475413,-93.3787036,271.08038
33840158,44.809395,-93.378693,253.32977
34174776,44.846172,-93.378685,271.50134
33374350,44.8765104,-93.3786765,273.48004
33357739,44.8448216,-93.3786747,267.10052
33352044,44.8445887,-93.378672,267.64053
919320523,44.8050604,-93.3786662,254.19774
33352058,44.841515,-93.378632,258.09225
33318967,44.8268102,-93.3786084,265.13608
33317227,44.810467,-93.378563,254.2028
568190408,44.7754038,-93.3785613,223.43527
568190404,44.7755135,-93.3785527,223.29526
2624315273,44.9559967,-93.3785137,274.04526
33347748,44.953053,-93.378502,278.68289
33842530,44.811157,-93.378494,257.54321
33546603,44.797017,-93.378478,246.45958
919320526,44.8022864,-93.3784442,245.48085
33347830,44.951242,-93.378433,279.45926
33357272,44.970154,-93.378418,279.07608
33802906,44.9499827,-93.378389,278.8837
535039156,44.7755013,-93.3783811,223.23526
188035348,44.7753916,-93.3783725,223.37526
33467934,44.949453,-93.378371,278.68369
33816924,44.947642,-93.378363,278.17972
33328099,44.9404663,-93.3783398,282.62006
2060582412,44.7774628,-93.3783356,220.43007
33363234,44.931713,-93.378334,277.34033
33541187,44.797615,-93.378326,249.09616
33380066,44.9782008,-93.3783217,270.05002
33328085,44.9386823,-93.3783208,284.74475
6418681255,44.8691678,-93.3783193,257.48682
33741665,44.9453529,-93.3783072,274.92581
33754545,44.9440844,-93.3783012,282.78757
33544665,44.9422889,-93.3782969,280.5845
33419958,44.9368606,-93.378264,284.25919
33386305,44.9212622,-93.3782462,273.97034
33816256,44.9530555,-93.3782453,278.65814
33826425,44.879993,-93.378242,289.98837
33381125,44.922445,-93.378231,278.53845
33417400,44.9364667,-93.3782283,284.36267
33328096,44.93502,-93.378227,278.30356
34180367,44.8047598,-93.3782208,253.89626
33363019,44.933796,-93.37822,274.76016
33307885,44.9253024,-93.3782102,275.83194
33308102,44.92428,-93.378207,276.01303
2090577314,44.9260827,-93.3782066,276.46509
33822332,44.809563,-93.378204,254.7673
34541327,44.79998,-93.378197,249.65578
33545798,44.956064,-93.378181,273.30084
243956061,44.974655,-93.3781777,271.02057
2980388108,44.8986182,-93.378175,272.4437
34161654,44.976028,-93.378166,274.38138
534971522,44.7516595,-93.3781445,287.29666
34530678,44.8056507,-93.3781416,254.11499
919320534,44.805327,-93.3781005,253.81499
2060582418,44.7778986,-93.3780972,219.88823
5256642566,45.0044757,-93.378096,275.09
2060582395,44.7790428,-93.3780853,219.72078
33317087,44.8524701,-93.378082,292.83875
34665931,44.846172,-93.378059,275.435
33747529,44.854111,-93.378052,291.3111
34551667,44.902546,-93.378044,281.21622
7609470638,44.8117028,-93.3780423,256.24506
534967638,44.7499163,-93.3780182,290.97391
34381689,44.907505,-93.3780179,283.9704
33380868,44.958038,-93.3779857,272.98849
34516227,44.977238,-93.377975,272.67242
33520360,44.8499257,-93.3779477,293.09494
33328324,44.812286,-93.377945,256.36505
6093021009,44.9896248,-93.3779312,269.33719
33479060,44.992771,-93.377922,279.51041
33464600,44.991205,-93.377908,276.64401
34188815,44.8098499,-93.3779072,256.2673
33352130,44.8413535,-93.3779042,260.50787
34530728,44.8064285,-93.3779004,253.9142
33816712,44.795883,-93.377899,238.9471
33307464,44.802624,-93.377899,245.23572
33316933,44.8066955,-93.377899,253.44258
33388386,44.993813,-93.377892,279.05487
33639187,45.0,-93.377892,284.56595
33328411,44.995073,-93.377884,278.36469
34164101,44.879021,-93.377876,289.34607
33639381,45.001839,-93.377876,282.34015
33417488,44.798321,-93.377869,247.47615
33328386,44.996395,-93.377853,279.62881
34178576,44.8051326,-93.377851,253.67499
33310062,44.9620725,-93.3778264,269.28061
33329222,44.8301272,-93.3777829,257.06058
188049387,44.760743,-93.3777731,260.6506
534991081,44.7547133,-93.3777693,281.97998
33363345,44.9339535,-93.3777614,275.13193
6129865405,44.7599626,-93.3777362,257.82257
33329210,44.862608,-93.3777212,258.19232
919320563,44.8050519,-93.3777151,253.59499
33328375,44.81369,-93.377701,259.38519
639427116,44.7981138,-93.3776869,247.63615
34525014,44.8740753,-93.3776827,285.22504
33363030,44.932972,-93.37767,275.44498
33631302,44.8061732,-93.3776108,254.43419
34177360,44.8045476,-93.3776082,253.95627
34653254,44.8452549,-93.3775925,265.93689
33317063,44.853943,-93.377525,290.92178
33842707,44.8049441,-93.3775222,253.63754
1550465108,44.8079748,-93.3775078,253.28772
33352442,44.8448316,-93.377477,265.49823
33417503,44.798756,-93.377441,249.01515
919320555,44.8100854,-93.3774382,257.66907
33378212,44.8754009,-93.3774132,295.3811
34551305,44.857819,-93.377411,285.16888
2090577319,44.9261338,-93.3773866,275.30292
34380965,44.8989546,-93.3773628,278.70718
4411598017,44.986064,-93.3773322,275.80746
188040696,44.7499467,-93.3773316,287.35992
33362492,44.9594076,-93.3773266,270.35532
4411598047,44.9854298,-93.3773082,276.57724
33374354,44.811695,-93.377296,256.09119
34378695,44.9059813,-93.3772753,296.19681
1550465030,44.8081021,-93.3772515,253.10771
33803707,44.951256,-93.377251,282.46762
696176734,44.949462,-93.3772442,279.16434
33750638,44.95306,-93.377235,280.88464
33311748,44.800036,-93.377224,245.2776
243950900,44.983095,-93.3772114,271.84067
243950910,44.9832882,-93.3771925,271.94067
34661157,44.8561606,-93.3771924,286.27127
7255793235,44.8562561,-93.37719,286.43124
33816258,44.95126,-93.37719,282.7876
33380871,44.958385,-93.377182,271.82935
530360172,44.762446,-93.3771706,257.82007
4587678370,44.9826481,-93.3771697,270.95215
530360336,44.7633461,-93.3771673,262.10553
34383551,44.866039,-93.377167,257.36398
33295572,44.985428,-93.3771633,276.55725
33295635,44.981869,-93.377159,273.3392
34516048,44.9782075,-93.3771483,270.13959
188034758,44.7582852,-93.3771342,262.87396
33822823,44.829807,-93.3771304,258.63345
34641168,44.810745,-93.377121,258.91937
33817744,44.947654,-93.377106,276.41733
33809040,44.949463,-93.377106,279.74432
33368414,44.932133,-93.377102,279.03073
6832741899,44.8616138,-93.3770925,254.92207
33825134,44.9459913,-93.3770872,272.34854
34162019,44.8049379,-93.3770767,253.79755
34395684,44.87772,-93.377029,291.76654
34186086,44.8044928,-93.3770121,254.05754
33381080,44.9207513,-93.3769977,274.138
33458037,44.942307,-93.376991,282.6239
34658192,44.868343,-93.376984,259.72028
33382576,44.922443,-93.376982,277.01929
534967828,44.7515925,-93.3769797,285.28531
33419944,44.940494,-93.376972,281.83267
33417499,44.9370209,-93.3769719,283.54703
2090577328,44.9261324,-93.3769596,274.98291
33380943,44.924277,-93.376956,275.42566
33315106,44.869171,-93.376953,258.42914
33420462,44.938705,-93.376953,284.12045
34500763,44.974635,-93.3769459,269.91629
2090577295,44.9262133,-93.3769411,274.80292
33630409,44.9366429,-93.3769409,283.306
33630394,44.93502,-93.37693,279.93204
33295623,44.874947,-93.376923,292.30527
33374532,44.899807,-93.376907,282.34738
33851455,44.80946,-93.3769,257.38907
188065968,44.7645507,-93.3768801,265.491
34394505,44.904289,-93.376869,296.38647
1550464959,44.8075205,-93.3768493,252.55791
33542268,44.9317031,-93.3768121,277.58981
33419954,44.7974638,-93.3768032,248.42754
400697391,44.9541807,-93.3767999,275.72641
33749996,44.9585741,-93.3767964,271.76352
33311747,44.798584,-93.376793,246.64183
34574481,44.903835,-93.376793,295.47614
33524634,44.9342897,-93.3767923,275.40027
6882437372,44.8085298,-93.3767872,253.93825
34508153,44.903435,-93.376778,294.09637
6851522344,44.8071694,-93.3767774,252.85129
33316937,44.8066955,-93.3767758,252.8313
34539568,44.8079801,-93.37675,253.29825
1550465135,44.8081003,-93.3767427,253.21825
33316469,44.8049417,-93.376742,254.20518
33310063,44.962106,-93.376732,269.2659
33310000,44.960892,-93.376709,269.83707
33738980,44.802852,-93.376704,245.73883
33631798,45.0,-93.376701,281.01163
6957543066,44.8075259,-93.3766946,252.6524
1550465055,44.8085301,-93.3766878,254.09825
33295734,45.001839,-93.376686,278.11374
33295624,44.87508,-93.376678,293.0173
34526309,44.8635368,-93.3766698,260.10944
33731646,44.9902712,-93.3766572,269.74924
534967645,44.7500321,-93.3766535,283.21744
33630230,44.8769947,-93.3766484,299.82605
2383501388,44.9898884,-93.3766437,270.43875
534966565,44.7483921,-93.3766419,291.13058
33317283,44.853161,-93.37664,289.61658
33313650,44.992756,-93.376636,279.93402
33465349,44.991188,-93.376633,277.98392
33313694,44.993794,-93.376621,280.12589
33380080,44.8123514,-93.3766161,258.3956
33328507,44.995057,-93.376615,281.11172
33328348,44.813629,-93.37661,257.80026
33313656,44.996384,-93.376587,282.02002
33328421,44.813904,-93.376549,258.44446
188040698,44.7500565,-93.3765419,282.71744
34179746,44.976837,-93.376541,276.80954
534967753,44.749101,-93.3765268,283.35962
33352050,44.8445436,-93.376498,269.15591
33419999,44.871906,-93.37648,273.8468
34647377,44.855396,-93.376465,289.31003
34538599,44.8468825,-93.3764053,270.19327
534034669,44.7463807,-93.3764046,281.84378
188043237,44.7598267,-93.3763742,258.2674
188066592,44.7571806,-93.376352,279.25308
33631979,44.796326,-93.376328,246.71732
188038222,44.7753225,-93.376318,221.74661
33804119,44.846153,-93.376305,270.62625
33310119,44.854137,-93.376305,288.85828
33307433,44.803138,-93.376291,246.59883
519558585,44.8950911,-93.3762855,261.15176
34656732,44.8691825,-93.3762563,257.67303
33495988,44.8495366,-93.3762532,289.3028
34504937,44.868355,-93.3762495,257.46689
33357542,44.845215,-93.376244,271.91028
33303000,44.8989546,-93.3762401,278.07269
34372373,44.8983304,-93.3762276,271.93597
33525604,44.9423168,-93.3762217,281.37793
33329261,44.8593128,-93.3762215,262.3735
33303001,44.8999596,-93.3762124,282.96753
34194089,44.897367,-93.3762096,265.46451
33322909,44.9675053,-93.3762035,269.78998
33804249,44.8959946,-93.3762013,262.49457
33747504,44.9689812,-93.3761956,274.26303
33526092,44.965725,-93.37619,269.78998
33370137,44.969685,-93.37619,277.78922
33552711,44.970493,-93.37619,275.72998
34396420,44.970943,-93.37619,272.24402
1550465129,44.8080889,-93.3761833,253.21825
33295409,44.9007028,-93.3761712,282.06149
33362495,44.962116,-93.37616,269.72589
34194023,44.9021603,-93.3761454,287.97559
33328456,44.863327,-93.376137,257.32257
33381226,44.9717321,-93.376121,270.76184
34386067,44.864227,-93.376091,263.06827
34499607,44.809551,-93.376083,258.34561
34534491,44.8021844,-93.3760565,244.71194
33380844,44.8110856,-93.3760357,262.52679
565204609,44.9714016,-93.3760352,272.03293
188034757,44.7589313,-93.376027,259.4068
33302551,44.796818,-93.375992,248.1656
34499601,44.809628,-93.375984,258.30563
1799901457,44.8299418,-93.3759564,262.87119
33542022,44.953072,-93.375954,284.93958
919320538,44.8009322,-93.3759254,243.96657
34511694,44.808678,-93.375916,253.06265
33541689,44.951263,-93.3759,285.62128
33523420,44.803612,-93.3758507,247.97076
34179942,44.8672359,-93.3758498,257.30609
33748613,44.949474,-93.375847,280.97879
33845515,44.947666,-93.375839,273.14343
34515911,44.9459037,-93.3758158,278.22858
34549020,44.813133,-93.375809,258.2023
919320551,44.8001006,-93.375783,245.96475
530360045,44.7624844,-93.3757804,262.68973
33315456,44.929646,-93.375748,274.51703
2624314987,44.926771,-93.3757449,273.8588
34378748,44.9211202,-93.3757421,272.64035
561035633,44.9263121,-93.3757364,274.23907
1550465064,44.8079614,-93.3757286,252.84494
33552715,44.875092,-93.375717,296.71271
33457048,44.974655,-93.375717,269.58209
34379241,44.9224451,-93.3757163,276.10321
33380987,44.9242574,-93.3757145,274.10172
33805402,44.858795,-93.3757113,266.0459
678995503,44.9261866,-93.3757035,274.41907
34526219,44.798218,-93.375679,246.83684
33417482,44.9387169,-93.375678,281.75693
534971510,44.7513548,-93.375675,274.76001
33329262,44.859737,-93.3756713,264.28421
33739001,44.937222,-93.375656,278.44614
33744643,44.9368131,-93.3756448,278.19196
34502524,44.9753627,-93.3756367,272.74207
34513303,44.869175,-93.375618,257.06363
34511249,44.869541,-93.375618,257.32297
34161308,44.934692,-93.375618,278.63974
5180553507,44.8587837,-93.375596,265.8259
567258471,44.9711708,-93.3755931,271.71292
33380058,44.81168,-93.37558,260.93396
33380065,44.812256,-93.375572,260.59396
33323992,44.812553,-93.375572,260.34232
33827289,44.863132,-93.375572,255.45277
5249379897,44.9757798,-93.375571,275.88199
33314372,44.876392,-93.375565,303.58887
34572731,44.8425595,-93.3755333,293.36975
34538410,44.8104171,-93.3755192,262.70276
1050284479,44.76458,-93.3755046,265.79727
5249379890,44.9763365,-93.3754952,277.21893
34178338,44.9591045,-93.3754934,273.1189
34190197,44.977479,-93.3754827,276.056
33467140,44.962128,-93.375443,269.25146
33352515,44.8404922,-93.3754253,261.59634
33379478,44.811134,-93.375404,263.3468
34187667,44.850853,-93.375366,290.8522
33464269,44.99268,-93.375305,280.48022
34165521,44.993778,-93.375305,279.74481
34524045,44.994259,-93.375305,279.0401
33747552,44.995041,-93.375298,277.19272
33313665,44.996368,-93.375298,278.06482
34659829,44.8433861,-93.375295,286.87842
33295709,45.0,-93.37529,274.66388
33295657,45.001835,-93.37529,275.78915
33295739,45.003757,-93.37529,275.54996
33423112,44.870529,-93.375275,275.63052
33800934,44.989353,-93.375275,274.79489
34392007,44.850574,-93.375259,290.31219
33302550,44.796867,-93.375244,248.74982
34647360,44.843163,-93.375244,287.67844
33310080,44.853046,-93.375244,290.76636
33324108,44.9865999,-93.3752425,276.81671
33323995,44.812553,-93.375229,261.10272
34640393,44.8139192,-93.375194,259.26605
34514433,44.845287,-93.375183,275.05835
6832741910,44.8620445,-93.3751768,253.3831
188034769,44.7490854,-93.3751744,279.18631
33808663,44.8619207,-93.3751697,253.40024
33640720,44.80341,-93.37516,247.60666
188040700,44.750794,-93.3751171,273.1391
34199523,44.794559,-93.375114,235.76508
33728049,44.9096687,-93.3750982,282.80374
33823994,44.84687,-93.375076,272.04141
188034770,44.7473865,-93.3750656,285.63974
33954938,44.933861,-93.375055,281.6077
534034671,44.7464178,-93.3750242,278.4408
188034771,44.7463081,-93.3750157,278.62082
33804773,44.847511,-93.375,273.44403
34567047,44.892673,-93.374985,263.02826
2118737533,44.7610199,-93.3749793,261.58218
188066189,44.76333,-93.3749772,263.37912
34382821,44.895649,-93.374977,262.87729
34551382,44.954857,-93.374969,276.59927
34159819,44.879436,-93.374962,287.26855
33317312,44.873192,-93.374958,273.76514
188034752,44.7608894,-93.3749565,261.52219
34159855,44.878578,-93.374947,287.97504
34387184,44.8650886,-93.374935,258.48517
188034754,44.7603801,-93.3749269,260.93799
33310112,44.963957,-93.374925,270.00571
34165477,44.901107,-93.3749178,281.0596
33300918,44.9092625,-93.374893,280.8259
33348272,44.96574,-93.374881,271.5134
33322915,44.96751,-93.374853,273.81577
34656229,44.799232,-93.374847,246.14301
34167578,44.9782332,-93.3748419,275.00308
34541088,44.874199,-93.37484,291.12363
34182255,44.8672718,-93.37483,257.70605
33295571,44.9854164,-93.3748001,276.87814
7270878305,44.9751676,-93.3747819,270.11685
34194664,44.795555,-93.374756,241.51956
33747925,44.809494,-93.37471,258.28751
33636354,44.802586,-93.37468,245.35808
34388465,44.8086674,-93.3746774,253.13266
33309866,44.853183,-93.374666,290.26163
7913554893,44.795568,-93.3746646,241.99956
33750370,44.810318,-93.374657,262.13574
34165736,44.8005199,-93.3746567,245.96086
34195504,44.8986767,-93.3746535,274.56104
33542151,44.953083,-93.374649,284.67657
919320544,44.8016354,-93.3746347,244.62119
33739987,44.851776,-93.374626,289.59039
33330365,44.969269,-93.374619,277.08755
33542242,44.95128,-93.374618,284.91724
34165384,44.9023425,-93.3746107,281.81061
33727413,44.949486,-93.374588,277.44852
34186842,44.947682,-93.37458,274.33676
34652287,44.8541519,-93.3745423,287.79303
33374445,44.9086506,-93.3745368,279.78708
188049405,44.7545319,-93.3745181,274.50128
34659389,44.798668,-93.374504,246.75468
34634937,44.933027,-93.37449,282.37354
34662223,44.894005,-93.374466,262.82315
33297281,44.8425963,-93.3744607,268.23132
34394314,44.874748,-93.374458,289.62012
476751734,44.8881501,-93.3744317,262.54297
33800184,44.9369303,-93.3743841,271.98541
919320529,44.8005945,-93.3743825,246.38121
34191587,44.8461673,-93.3743663,269.31683
33954932,44.935127,-93.374344,277.73788
33424187,44.869175,-93.374321,260.15714
34193988,44.8642699,-93.3743003,257.07355
33739273,44.9592682,-93.37429,272.54068
34164441,44.992668,-93.374268,275.71915
33300858,44.9091449,-93.3742234,280.38934
34546106,44.979568,-93.374207,274.93491
34657034,44.9325902,-93.3742029,281.01352
34504675,44.894707,-93.374168,262.75858
33378171,44.811104,-93.374161,262.45911
33818035,44.994247,-93.374161,279.33237
34510553,44.976765,-93.374153,272.3616
33309939,44.8544544,-93.3741402,288.51303
33757308,44.996195,-93.37413,274.73145
33546236,44.907932,-93.374084,278.76529
34663719,44.953629,-93.374084,276.43475
34516442,44.979813,-93.374084,274.79492
34560708,44.7959997,-93.3740619,247.31619
34500965,44.874493,-93.374054,288.46371
33799086,44.99704,-93.374054,275.28442
34663066,44.8573736,-93.3740302,285.87393
560656092,44.9373044,-93.3739861,274.34543
33739363,44.8837153,-93.373963,260.8512
34524169,44.7973805,-93.3739465,245.56929
2033942778,44.9372081,-93.3739349,274.12543
34560610,44.7969093,-93.3738871,247.00929
33320685,44.978161,-93.373863,271.19254
33639339,44.803364,-93.373802,247.71616
188054647,44.7753597,-93.3737944,220.58966
33549024,44.8800559,-93.3737933,287.16507
33799381,44.809464,-93.373779,256.25476
33302526,44.8102901,-93.3737744,260.50555
33728624,44.8086494,-93.3737743,252.23868
33817534,44.8878851,-93.3737736,262.47607
33302495,44.811092,-93.373772,261.9552
1550464998,44.8080551,-93.3737659,251.03868
34513274,44.807925,-93.3737639,251.03925
33302497,44.811661,-93.373756,260.27518
33544549,44.905605,-93.373756,276.53867
33546239,44.906662,-93.373756,277.88217
34183626,44.879436,-93.373734,286.88699
33494147,44.856689,-93.373726,287.74854
34512075,44.980584,-93.373726,272.7554
34165460,44.878254,-93.373711,288.15991
34546948,44.97945,-93.373711,273.0914
33314371,44.8764,-93.373688,296.47968
33418432,45.0032114,-93.3736869,276.06168
494509050,44.9453277,-93.37366,274.79031
34175341,44.963983,-93.373652,270.95508
2118742253,44.7594678,-93.3736488,272.49283
34396851,44.980816,-93.373634,272.61539
4602396971,44.8607622,-93.3736184,254.87335
4602396974,44.8612952,-93.3736115,253.13335
188056295,44.7589278,-93.3736062,270.66296
6832741901,44.8619348,-93.3736055,253.72787
4546640055,44.8614775,-93.3736021,252.58788
188036183,44.7630112,-93.3735645,261.43225
33348783,44.965757,-93.373564,274.46844
188056290,44.7594006,-93.3735551,272.41281
33418081,45.00246,-93.37355,274.94724
34160406,44.9593384,-93.3735345,272.27338
6832741908,44.8620476,-93.3735199,253.80621
33348896,44.967518,-93.373515,277.46426
34532830,44.9574428,-93.37351,270.87567
34645654,44.8734461,-93.3734904,289.15808
3255127071,44.8634124,-93.373486,262.57983
33368985,45.0010246,-93.3734683,273.5137
34642525,44.969273,-93.373466,277.73007
243950916,44.9832059,-93.3734503,273.47955
34371526,44.9849255,-93.3734443,278.30637
33320580,44.978115,-93.373436,269.81253
515386489,44.8800164,-93.3734103,286.92508
34163064,44.851925,-93.373393,287.64374
33747423,44.953091,-93.37339,284.49667
34386873,44.978504,-93.373383,270.09723
530740551,44.7527719,-93.3733701,278.44128
33748658,44.951298,-93.37336,275.7558
34186541,44.9016264,-93.3733468,279.32358
33737429,44.949501,-93.373329,277.77295
188036186,44.7619979,-93.3733272,266.04651
34164366,44.947699,-93.373314,281.90347
34657766,44.919487,-93.373306,271.64206
34498403,44.9459301,-93.3733005,274.50604
34567232,44.980499,-93.373283,273.00052
34382732,44.895729,-93.373222,266.85733
33295630,44.98185,-93.373222,272.25653
188047717,44.7782111,-93.373185,219.32249
34499986,44.8804267,-93.3731822,286.02505
188033164,44.747787,-93.373166,278.43405
34396720,44.853844,-93.373161,288.53287
33423778,44.872192,-93.373161,269.76617
34512072,44.85152,-93.3731213,287.94733
33330420,44.867653,-93.373108,259.19846
567258464,44.9715691,-93.3730365,270.43878
2020665697,44.7996364,-93.3730207,246.0092
33640105,44.870533,-93.372993,258.95322
33368986,45.001026,-93.372986,273.36163
34659995,44.9173244,-93.3729508,273.06171
33313391,44.9356154,-93.3728844,272.02905
34378810,44.896652,-93.372879,265.58087
33631146,44.8691754,-93.372871,262.37079
4604421038,44.7954099,-93.3728654,250.31987
33550316,44.8743776,-93.3728644,282.29895
33382451,44.852905,-93.372864,288.81226
33379029,44.855621,-93.372841,285.52689
1050284697,44.7642496,-93.3728096,262.75012
33802656,44.995953,-93.372803,272.20941
33756964,44.997715,-93.372795,276.45212
534965821,44.7475009,-93.372794,276.03995
33841657,44.992649,-93.372787,273.69635
33641446,44.998676,-93.372787,275.32635
34198270,44.976158,-93.37278,269.11057
33368898,45.0,-93.37278,272.71988
188056284,44.7597114,-93.3727654,270.81879
4604421045,44.7965619,-93.3727114,250.39275
6120535548,44.7960095,-93.3727111,250.63986
34188254,44.978043,-93.372711,269.06137
34182049,44.867867,-93.372696,259.67847
34560495,44.7968782,-93.3726942,249.53311
2033942886,44.9387855,-93.3726941,271.80017
33312742,44.811649,-93.372688,261.81879
271055384,44.8806816,-93.3726867,283.82278
34370079,44.9847549,-93.372681,278.13718
